,Unnamed: 0,Actors,Awards,BoxOffice,Country,DVD,Director,Error,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,totalSeasons
1065,66,"Kurt Russell, Steve Buscemi, Peter Fonda, Cliff Robertson",2 nominations.,,USA,15 Dec 1998,John Carpenter,,"Action, Adventure, Sci-Fi, Thriller",English,54.0,"Snake Plissken is once again called in by the United States government to recover a potential doomsday device from Los Angeles, now an autonomous island where undesirables are deported.",https://m.media-amazon.com/images/M/MV5BOWUzNTRmNTQtNWMwZS00MTg4LThhMDUtYmQ5OGQ5MmNmYzNmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Paramount Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",09 Aug 1996,True,101 min,Escape from L.A.,movie,,"John Carpenter (characters), Nick Castle (characters), John Carpenter, Debra Hill, Kurt Russell",1996,tt0116225,5.7,"65,425",
1066,67,"Kurt Russell, Lee Van Cleef, Ernest Borgnine, Donald Pleasence",4 nominations.,,USA,21 Nov 2000,John Carpenter,,"Action, Adventure, Sci-Fi",English,76.0,"In 1997, when the U.S. president crashes into Manhattan, now a giant maximum security prison, a convicted bank robber is sent in to rescue him.",https://m.media-amazon.com/images/M/MV5BMTUzMTY0Nzg0MV5BMl5BanBnXkFtZTgwMDU3MzQxMDE@._V1_SX300.jpg,MGM Home Entertainment,R,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",10 Jul 1981,True,99 min,Escape from New York,movie,,"John Carpenter, Nick Castle",1981,tt0082340,7.2,"114,534",
1067,68,"Roddy McDowall, Kim Hunter, Bradford Dillman, Natalie Trundy",,,USA,26 Dec 2000,Don Taylor,,"Action, Sci-Fi",English,69.0,"The world is shocked by the appearance of three talking chimpanzees, who arrived mysteriously in a U.S. spacecraft. They become the toast of society, but one man believes them to be a threat to the human race.",https://m.media-amazon.com/images/M/MV5BNWE5NTQ4ZDQtNjUyMC00NjA3LTk1NTctNmRkYTUyMTFmYTI1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Fox,G,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",09 Jul 1971,True,98 min,Escape from the Planet of the Apes,movie,,"Paul Dehn, Pierre Boulle (based upon characters created by)",1971,tt0067065,6.3,"29,918",
1069,70,"Steve Carell, Morgan Freeman, Lauren Graham, Johnny Simmons",2 wins & 11 nominations.,"$100,289,690",USA,09 Oct 2007,Tom Shadyac,,"Comedy, Family, Fantasy",English,37.0,God contacts Congressman Evan Baxter and tells him to build an ark in preparation for a great flood.,https://m.media-amazon.com/images/M/MV5BMTUxMTEzODYxMV5BMl5BanBnXkFtZTcwNzQ4ODU0MQ@@._V1_SX300.jpg,Universal Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",22 Jun 2007,True,96 min,Evan Almighty,movie,,"Steve Oedekerk (screenplay), Steve Oedekerk (story), Joel Cohen (story), Alec Sokolow (story), Steve Koren (characters), Mark O'Keefe (characters)",2007,tt0413099,5.4,"132,662",
1070,71,"Laurence Fishburne, Sam Neill, Kathleen Quinlan, Joely Richardson",1 win & 1 nomination.,,"UK, USA",15 Dec 1998,Paul W.S. Anderson,,"Horror, Sci-Fi, Thriller","English, Latin",35.0,A rescue crew investigates a spaceship that disappeared into a black hole and has now returned...with someone or something new on-board.,https://m.media-amazon.com/images/M/MV5BZGI0NDMwNjAtNGEzNC00MzA1LTlkMjQtYjBkYTZlZjAyZWEyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,Paramount Home Video,R,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",15 Aug 1997,True,96 min,Event Horizon,movie,,Philip Eisner,1997,tt0119081,6.7,"146,259",
1071,72,"Drew Barrymore, Anjelica Huston, Dougray Scott, Patrick Godfrey",6 wins & 15 nominations.,,USA,02 Mar 1999,Andy Tennant,,"Comedy, Drama, Romance",English,66.0,"The Brothers Grimm arrive at the home of a wealthy Grande Dame who speaks of the many legends surrounding the fable of the cinder girl before telling the ""true"" story of her ancestor.",https://m.media-amazon.com/images/M/MV5BN2FhYTY5ODItOGU4OC00MTkyLTlmYTMtYjIxN2Y4MmVlMDVhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,20th Century Fox,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",31 Jul 1998,True,121 min,Ever After: A Cinderella Story,movie,,"Susannah Grant (screenplay), Andy Tennant (screenplay), Rick Parks (screenplay)",1998,tt0120631,7.0,"65,759",
1072,73,"Liam Neeson, Lhakpa Dorji, Dorje Sherpa, Ed Viesturs",1 win & 1 nomination.,,USA,07 Dec 1999,"David Breashears, Stephen Judson, Greg MacGillivray",,"Documentary, Short",English,,"An international team of climbers ascends Mt. Everest in the spring of 1996. The film depicts their lengthy preparations for the climb, their trek to the summit, and their successful return...",https://m.media-amazon.com/images/M/MV5BMTUwNzA0ODg1OV5BMl5BanBnXkFtZTcwMzA3MDUxMQ@@._V1_SX300.jpg,MacGillivray Freeman Films,UNRATED,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}]",06 Mar 1998,True,44 min,Everest,movie,,"Tim Cahill, Stephen Judson",1998,tt0120661,7.1,"2,994",
1073,74,"Bill Ratner, Eric Simonson, Charles Corfield, Mike Rheinberger",,,USA,27 Aug 1999,Robert Kirk,,Documentary,English,,"With its 29,002 feet (8,848 meters), the mountain Everest is the place where thousands of persons go every year to try climbing it. From what Edmund Hillary prevailed over the mountain and ...",,,,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",,True,60 min,Everest,movie,,Bill Ratner (narration),1999,tt0475988,6.2,10,
1074,75,"Jason Clarke, Ang Phula Sherpa, Thomas M. Wright, Martin Henderson",7 nominations.,"$46,529,055","UK, USA, Iceland",19 Jan 2016,Baltasar Kormákur,,"Action, Adventure, Biography, Drama, Thriller","English, Russian",64.0,"The story of New Zealand's Robert ""Rob"" Edwin Hall, who on May 10, 1996, together with Scott Fischer, teamed up on a joint expedition to ascend Mount Everest.",https://m.media-amazon.com/images/M/MV5BMTNmMzM0ZTktZWY3Yy00ODViLTllZDgtODcwM2QyM2E2YTU2L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,Universal Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",25 Sep 2015,True,121 min,Everest,movie,,"William Nicholson (screenplay), Simon Beaufoy (screenplay)",2015,tt2719848,7.1,"184,975",
1075,76,"Clint Eastwood, Sondra Locke, Geoffrey Lewis, Beverly D'Angelo",1 win & 4 nominations.,,USA,07 May 2002,James Fargo,,"Action, Comedy",English,41.0,The San Fernando Valley adventures of trucker turned prize-fighter Philo Beddoe (Clint Eastwood) and his pet orangutan Clyde (Manis the Orangutan).,https://m.media-amazon.com/images/M/MV5BNjFiNGZmNTktZTExZS00NzhlLWJjNTAtM2JlY2ZhNmI2N2YxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,Warner Bros. Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",20 Dec 1978,True,114 min,Every Which Way but Loose,movie,,Jeremy Joe Kronsberg,1978,tt0077523,6.4,"21,587",
1076,77,"Clint Eastwood, Sondra Locke, Geoffrey Lewis, Beverly D'Angelo",1 win & 4 nominations.,,USA,07 May 2002,James Fargo,,"Action, Comedy",English,41.0,The San Fernando Valley adventures of trucker turned prize-fighter Philo Beddoe (Clint Eastwood) and his pet orangutan Clyde (Manis the Orangutan).,https://m.media-amazon.com/images/M/MV5BNjFiNGZmNTktZTExZS00NzhlLWJjNTAtM2JlY2ZhNmI2N2YxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,Warner Bros. Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",20 Dec 1978,True,114 min,Every Which Way but Loose,movie,,Jeremy Joe Kronsberg,1978,tt0077523,6.4,"21,587",
1077,78,"Jessica Lange, Dennis Quaid, Timothy Hutton, John Goodman",1 nomination.,,USA,01 Jun 2004,Taylor Hackford,,"Drama, Romance, Sport",English,,A Louisiana football legend struggles to deal with life's complexities after his college career is over.,https://m.media-amazon.com/images/M/MV5BODY2ZmZjZjMtYmNlNC00ZDE3LTg2ZTktODdmYmJiMzk2YzdmXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,Warner Home Video,R,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}]",04 Nov 1988,True,127 min,Everybody's All-American,movie,,"Frank Deford (novel), Thomas Rickman (screenplay)",1988,tt0095119,6.2,"2,745",
1078,79,"Woody Allen, John Carradine, Lou Jacobi, Louise Lasser",,,USA,05 Jul 2000,Woody Allen,,Comedy,"English, Italian",66.0,Seven stories are trying to answer the question: what is sex? Or maybe they are not trying.,https://m.media-amazon.com/images/M/MV5BMTQ2ODA3Mzc3Ml5BMl5BanBnXkFtZTcwNTkyNzYzNA@@._V1_SX300.jpg,United Artists,R,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",31 Jan 1973,True,88 min,Everything You Always Wanted to Know,movie,,"David Reuben (from the book ""Everything You Always Wanted to Know About Sex * But Were Afraid to Ask"" by), Woody Allen (written for the screen by)",1972,tt0068555,6.8,"36,223",
1079,80,"Amandla Stenberg, Nick Robinson, Anika Noni Rose, Ana de la Reguera",1 win & 5 nominations.,"$34,091,886",USA,15 Aug 2017,Stella Meghie,,"Drama, Romance","English, Spanish",52.0,A teenager who's spent her whole life confined to her home falls for the boy next door.,https://m.media-amazon.com/images/M/MV5BMjAzMTE1NzQxNF5BMl5BanBnXkFtZTgwNjcwODY3MTI@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",19 May 2017,True,96 min,"Everything, Everything",movie,,"J. Mills Goodloe (screenplay by), Nicola Yoon (based on the book by)",2017,tt5001718,6.4,"28,852",
1080,81,"Jane Levy, Shiloh Fernandez, Lou Taylor Pucci, Jessica Lucas",6 wins & 18 nominations.,"$54,200,000",USA,16 Jul 2013,Fede Alvarez,,"Fantasy, Horror, Thriller","English, Welsh",57.0,"Five friends head to a remote cabin, where the discovery of a Book of the Dead leads them to unwittingly summon up demons living in the nearby woods.",https://m.media-amazon.com/images/M/MV5BNTQ3OTkwNTgyN15BMl5BanBnXkFtZTcwNTAzOTAzOQ@@._V1_SX300.jpg,TriStar Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",05 Apr 2013,True,91 min,Evil Dead,movie,,"Fede Alvarez (screenplay by), Rodo Sayagues (screenplay by), Sam Raimi (based on the motion picture ""The Evil Dead"",  written by)",2013,tt1288558,6.5,"148,249",
1081,82,"Peter Ustinov, Colin Blakely, Jane Birkin, Nicholas Clay",1 nomination.,,UK,27 Feb 2001,Guy Hamilton,,"Drama, Mystery","English, German, French",61.0,"Trying to find how a millionaire wound up with a phony diamond brings Hercule Poirot (Sir Peter Ustinov) to an exclusive island resort frequented by the rich and famous. When a murder is committed, everyone has an alibi.",https://m.media-amazon.com/images/M/MV5BZjFkOTY5ZTktZWE1Ny00NTRhLWE1ZGEtZjdhZTFkOTZkOWU1XkEyXkFqcGdeQXVyNjUwOTM1OTY@._V1_SX300.jpg,Universal Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",05 Mar 1982,True,117 min,Evil Under the Sun,movie,,Anthony Shaffer (screenplay),1982,tt0083908,7.1,"12,161",
1086,87,"Kurt Russell, Steven Seagal, Halle Berry, John Leguizamo",2 wins & 2 nominations.,,USA,30 Jul 1997,Stuart Baird,,"Action, Adventure, Thriller",English,62.0,"When terrorists seize control of an airliner, an intelligence analyst accompanies a commando unit for a midair boarding operation.",https://m.media-amazon.com/images/M/MV5BMjgwNzA4MjQtMTQwOC00OWY0LTkwOGYtNWQxYTQ3ZmEzZjY5L2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_SX300.jpg,Warner Home Video,R,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",15 Mar 1996,True,133 min,Executive Decision,movie,,"Jim Thomas, John Thomas",1996,tt0116253,6.4,"47,282",
1087,88,"Steven Seagal, DMX, Isaiah Washington, Anthony Anderson",3 nominations.,,"USA, Canada",31 Aug 2001,Andrzej Bartkowiak,,"Action, Comedy, Crime, Drama, Thriller",English,39.0,"Orin Boyd, a tough cop in an inner-city precinct discovers a web of dirty cops and corruption.",https://m.media-amazon.com/images/M/MV5BMTMxNTQ5MjIwOF5BMl5BanBnXkFtZTYwNDMzODc3._V1_SX300.jpg,Warner Bros.,R,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",16 Mar 2001,True,101 min,Exit Wounds,movie,,"Ed Horowitz (screenplay), Richard D'Ovidio (screenplay), John Westermann (novel)",2001,tt0242445,5.6,"30,778",
1089,90,"Christian Bale, Joel Edgerton, John Turturro, Aaron Paul",5 nominations.,,"UK, Spain, USA",17 Mar 2015,Ridley Scott,,"Action, Drama, Fantasy",English,52.0,"The defiant leader Moses rises up against Egyptian Pharaoh Ramses II, setting six hundred thousand slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.",https://m.media-amazon.com/images/M/MV5BMjI3MDY0NjkxNl5BMl5BanBnXkFtZTgwNTM3NTA0MzE@._V1_SX300.jpg,20th Century Fox,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",12 Dec 2014,True,150 min,Exodus: Gods and Kings,movie,,"Adam Cooper, Bill Collage, Jeffrey Caine, Steven Zaillian",2014,tt1528100,6.0,"153,069",
1090,91,"Linda Blair, Richard Burton, Louise Fletcher, Max von Sydow",3 nominations.,,USA,20 Aug 2002,John Boorman,,Horror,"English, French, Spanish",39.0,"A teenage girl once possessed by a demon finds that it still lurks within her. Meanwhile, a priest investigates the death of the girl's exorcist.",https://m.media-amazon.com/images/M/MV5BZTQ2NmY5NmUtNWJiNS00ZjZmLTllMjQtNzU3YWZlM2E2MmJjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,WARNER BROTHERS PICTURES,R,"[{'Source': 'Internet Movie Database', 'Value': '3.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",17 Jun 1977,True,117 min,Exorcist II: The Heretic,movie,,William Goodhart,1977,tt0076009,3.8,"20,313",
1091,92,"Stellan Skarsgård, Izabella Scorupco, James D'Arcy, Remy Sweeney",6 nominations.,"$41,784,746",USA,25 Oct 2005,Renny Harlin,,"Horror, Mystery, Thriller",English,30.0,"Years before Father Lankester Merrin helped save Regan MacNeil's soul, he first encounters the demon Pazuzu in East Africa. This is the tale of Father Merrin's initial battle with Pazuzu and the rediscovery of his faith.",https://m.media-amazon.com/images/M/MV5BMjI0NzY1MzQ0MV5BMl5BanBnXkFtZTcwOTM1MTEzMw@@._V1_SX300.jpg,Warner Bros. Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",20 Aug 2004,True,114 min,Exorcist: The Beginning,movie,,"William Peter Blatty (movie The Exorcist), William Wisher (story), Caleb Carr (story), Alexi Hawley (screenplay)",2004,tt0204313,5.1,"32,017",
1092,93,"Ethan Hawke, River Phoenix, Jason Presson, Bradley Gregg",1 win & 5 nominations.,,USA,24 Feb 2004,Joe Dante,,"Adventure, Comedy, Family, Romance, Sci-Fi","English, German",58.0,"A boy obsessed with 50s sci-fi movies about aliens has a recurring dream about a blueprint of some kind, which he draws for his inventor friend. With the help of a third kid, they follow it and build themselves a spaceship. Now what?",https://m.media-amazon.com/images/M/MV5BNDY0MjJhMmYtNzlkYy00MjQwLWE2Y2UtMjg1MjI2ZjhhMDRiL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Metacritic', 'Value': '58/100'}]",12 Jul 1985,True,109 min,Explorers,movie,,Eric Luke,1985,tt0089114,6.6,"18,305",
1093,94,"Hugh Grant, Gene Hackman, Sarah Jessica Parker, David Morse",,,"USA, Canada",14 Dec 1999,Michael Apted,,"Crime, Drama, Mystery, Thriller",English,,A young doctor confronts a famous colleague; when he learns about the true methods of his work.,https://m.media-amazon.com/images/M/MV5BZWVlMmJhYWUtMzc1ZC00OGY2LTk2YmItMTM4NmMyYzA3YjAyXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,Sony Pictures Home Entertainment,R,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}]",27 Sep 1996,True,118 min,Extreme Measures,movie,,"Michael Palmer (book), Tony Gilroy (screenplay)",1996,tt0116259,6.2,"16,202",
1094,95,"Nick Nolte, Powers Boothe, Michael Ironside, Maria Conchita Alonso",,,USA,19 Jun 2001,Walter Hill,,"Action, Crime, Drama, Thriller, Western","English, Spanish",51.0,"A Texas Ranger and a ruthless narcotics kingpin - they were childhood friends, now they are adversaries...",https://m.media-amazon.com/images/M/MV5BMDc1NDI4NmMtZTEwMi00N2I4LTg4NTUtZTVhMzQ5MGU5ZDRkXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,TriStar Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",24 Apr 1987,True,104 min,Extreme Prejudice,movie,,"John Milius (story), Fred Rexer (story), Deric Washburn (screenplay), Harry Kleiner (screenplay)",1987,tt0092997,6.7,"5,649",
1095,96,"Farrah Fawcett, James Russo, Alfre Woodard, Diana Scarwid",Nominated for 1 Golden Globe. Another 1 win.,,USA,16 Apr 2002,Robert M. Young,,"Drama, Thriller",English,,A woman takes revenge on the man who invades her home and tries to rape her.,https://m.media-amazon.com/images/M/MV5BMTY4MzczODczMF5BMl5BanBnXkFtZTcwNjY5NTczNA@@._V1_SX300.jpg,Paramount Home Video,R,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}]",22 Aug 1986,True,89 min,Extremities,movie,,"William Mastrosimone (screenplay), William Mastrosimone (play)",1986,tt0091024,6.3,"3,125",
1096,97,"Sally Field, Ed Harris, Olivia Burnette, Alexandra Kyle",,,USA,20 May 2008,John Schlesinger,,"Crime, Drama, Thriller","English, French, Spanish, Korean",,"When the courts fail to keep behind bars the man who raped and murdered her daughter, a woman seeks her own form of justice.",https://m.media-amazon.com/images/M/MV5BMDM4Mzc5ZjAtM2JjMi00NzU1LWEzM2MtNDQzNWI5MmRkM2I1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,Leo Films,R,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",12 Jan 1996,True,101 min,Eye for an Eye,movie,,"Erika Holzer (novel), Amanda Silver (screenplay), Rick Jaffa (screenplay)",1996,tt0116260,6.2,"12,244",
1097,98,"Donald Sutherland, Stephen MacKenna, Philip Martin Brown, Kate Nelligan",1 nomination.,,UK,15 May 2001,Richard Marquand,,"Romance, Thriller, War","English, German",61.0,"A ruthless German spy, trying to get out of Britain with vital information about D-Day, must spend time with a young woman and her crippled husband.",https://m.media-amazon.com/images/M/MV5BMzljNDY4YjUtMTI0OS00MmYwLTk2ODItZTk4MTQ0OWFjNTQ0XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,MGM Home Entertainment,R,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",24 Jul 1981,True,112 min,Eye of the Needle,movie,,"Ken Follett (based on the novel by), Stanley Mann (screenplay)",1981,tt0082351,7.1,"8,772",
1098,99,"Tom Cruise, Nicole Kidman, Madison Eginton, Jackie Sawiris",Nominated for 1 Golden Globe. Another 8 wins & 26 nominations.,,"UK, USA",07 Mar 2000,Stanley Kubrick,,"Drama, Mystery, Thriller",English,68.0,"A New York City doctor embarks on a harrowing, night-long odyssey of sexual and moral discovery after his wife reveals a painful secret to him.",https://m.media-amazon.com/images/M/MV5BMjA5NTUwNjI1N15BMl5BanBnXkFtZTYwOTE1ODc5._V1_SX300.jpg,Warner Bros. Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",16 Jul 1999,True,159 min,Eyes Wide Shut,movie,,"Stanley Kubrick (screenplay), Frederic Raphael (screenplay), Arthur Schnitzler (inspired by ""Traumnovelle"" by)",1999,tt0120663,7.4,"278,346",
